Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity_L,Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power_BHP,Torque_Nm,Mileage_kmpl,Emission,Price
Maruti Suzuki Dzire [2017-2020] VXI AMT,Maruti Suzuki,Dzire,2018,blue,sedan,32170.00,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,24.12,BS V,699000.00
Toyota Etios [2010-2017] VX,Toyota,Etios,2011,black,sedan,62193.00,1st,5,petrol,45,4 cylinder petrol engine,1496,5-Speed,Manual,80,132,17.57,BS IV,426000.00
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2012,blue,hatchback,40097.00,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.10,BS IV,284000.00
Honda Amaze [2013-2018] 1.2 VX i-VTEC,Honda,Amaze,2015,white,sedan,44188.00,1st,5,petrol,35,"4-Cylinder, SOHC i-VTEC",1198,5-Speed,Manual,86.9,109,18.00,BS IV,574000.00
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2017,red,hatchback,86163.00,2nd,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,699000.00
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2016,red,hatchback,50229.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,605000.00
Maruti Suzuki S-Cross Alpha 1.5,Maruti Suzuki,S-Cross,2020,blue,suv,20156.00,1st,5,petrol,48,K15B Smart Hybrid,1462,5-Speed,Manual,103.25,138,18.55,BS IV,1104000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2016,silver,hatchback,29122.00,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,451000.00
Hyundai Elite i20 [2014-2018] Asta 1.2 (O),Hyundai,Elite i20,2016,white,hatchback,71532.00,2nd,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.60,BS IV,633000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,36581.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1848000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,36581.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1848000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,36581.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1848000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,36581.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1848000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2016,red,suv,37702.00,2nd,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,943000.00
Hyundai Elite i20 [2018-2020] Sportz 1.2,Hyundai,Elite i20,2018,red,hatchback,30876.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.60,BS V,709000.00
Volkswagen Polo [2010-2014] Comfortline 1.2L (P),Volkswagen,Polo,2011,white,hatchback,92227.00,2nd,5,petrol,45,MPI Petrol Engine,1199,5-Speed,Manual,74,110,16.20,BS IV,402000.00
Volkswagen Ameo [2016-2020] Highline1.2L Plus (P),Volkswagen,Ameo,2017,grey,sedan,24747.00,1st,5,petrol,45,MPI Petrol Engine,1298,5-Speed,Automatic,73.75,110,17.00,BS V,646000.00
Hyundai i10 [2010-2016] Era Petrol,Hyundai,i10,2013,white,hatchback,26671.00,2nd,5,petrol,35,4 cylinder inline petrol engine,1086,5-Speed,Manual,68.05,99.04,19.81,BS III,334000.00
Maruti Suzuki Swift [2011-2017] VDi,Maruti Suzuki,Swift,2013,red,hatchback,84739.00,1st,5,diesel,43,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,22.90,BS IV,496000.00
Volkswagen Polo [2016-2018] All Star 1.5 (D),Volkswagen,Polo,2017,silver,hatchback,90423.00,1st,5,diesel,45,TDI Diesel Engine,1498,5-Speed,Manual,88,230,20.18,BS IV,735000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2015,brown,hatchback,40632.00,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,487000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,silver,hatchback,59010.00,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,410000.00
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,24732.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.60,BS V,766000.00
Kia Seltos GTX Plus,Kia,Seltos,2020,red,suv,14077.00,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,6-Speed,Manual,138,242,16.10,BS IV,1647000.00
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2013,blue,hatchback,19600.00,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.10,BS IV,311000.00
Skoda Rapid [2011-2016] Ambition Diesel MT,Skoda,Rapid,2012,white,sedan,93981.00,2nd,5,diesel,55,4 cylinder inline diesel engine,1598,5-Speed,Manual,105,250,18.60,BS III,436000.00
Hyundai i10 [2010-2016] Magna Petrol,Hyundai,i10,2015,silver,hatchback,25413.00,2nd,5,petrol,35,4 cylinder inline petrol engine,1197,5-Speed,Manual,68,99.08,19.81,BS III,391000.00
Hyundai Fluidic Verna 4S [2015-2017] 1.6 CRDi SX,Hyundai,Fluidic Verna 4S,2017,silver,sedan,95862.00,1st,5,diesel,43,1.6L U2 CRDi VGT 6 Speed Manual Transmission,1582,6-Speed,Manual,126,260,24.80,BS IV,870000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] VXI,Maruti Suzuki,Wagon R 1.0,2012,blue,hatchback,53015.00,2nd,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,323000.00
Honda Jazz V MT,Honda,Jazz,2015,maroon,hatchback,63279.00,1st,5,petrol,40,1.2 i-VTEC Petrol,1199,5-Speed,Manual,88.51,110,16.60,BS IV,598000.00
Hyundai Xcent [2017-2019] SX Petrol,Hyundai,Xcent,2017,grey,sedan,73591.00,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,5-Speed,Manual,81.86,113.75,20.14,BS V,589000.00
Maruti Suzuki Celerio [2014-2021] VXi AMT (O),Maruti Suzuki,Celerio,2017,white,hatchback,79503.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,464000.00
Hyundai Verna [2011-2015] Fluidic 1.6 CRDi SX,Hyundai,Verna,2014,red,sedan,60227.00,1st,5,diesel,43,Diesel Engine,1582,6-Speed,Manual,126,260,21.90,BS III,702000.00
Renault Kwid RXL,Renault,Kwid,2021,blue,hatchback,5564.00,1st,5,petrol,28,0.8L,799,5-Speed,Automatic,53,72,20.71,BS IV,472000.00
Renault Kwid [2016-2019] 1.0 RXT,Renault,Kwid,2017,white,hatchback,71696.00,1st,5,petrol,28,Petrol Engine,999,5-Speed,Manual,67,91,23.01,BS V,353000.00
Volkswagen Polo [2010-2014] Comfortline 1.2L (P),Volkswagen,Polo,2011,black,hatchback,44787.00,2nd,5,petrol,45,MPI Petrol Engine,1199,5-Speed,Manual,74,110,16.20,BS IV,402000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2017,red,suv,68295.00,2nd,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,977000.00
Maruti Suzuki Alto K10 [2014-2019] VXi (O),Maruti Suzuki,Alto K10,2016,white,hatchback,38868.00,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,358000.00
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2012,blue,hatchback,40411.00,1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.50,BS IV,399000.00
Hyundai Elite i20 [2018-2020] Sportz Plus 1.2,Hyundai,Elite i20,2020,white,hatchback,17156.00,1st,5,petrol,40,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,117,18.60,BS V,836000.00
Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT,Ford,EcoSport,2017,black,suv,12761.00,2nd,5,petrol,52,1.5L Ti-VCT (Petrol),1499,5-Speed,Manual,110,140,15.80,BS IV,803000.00
Maruti Suzuki Alto 800 Vxi,Maruti Suzuki,Alto 800,2021,grey,hatchback,10563.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,410000.00
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,13948.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.60,BS V,795000.00
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2019,silver,sedan,6165.00,1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17.00,BS V,1266000.00
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2012,red,hatchback,44478.00,2nd,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,343000.00
Hyundai i10 [2010-2016] Sportz 1.2 Petrol,Hyundai,i10,2011,golden,hatchback,85895.00,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,362000.00
Datsun Redi-GO [2015-2019] T (O),Datsun,Redi-GO,2017,red,hatchback,42187.00,1st,5,petrol,28,0.8L Petrol Engine,799,5-Speed,Manual,53.64,72,20.71,BS V,300000.00
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2016,blue,hatchback,88795.00,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,694000.00
Hyundai i20 [2012-2014] Asta 1.2,Hyundai,i20,2013,grey,hatchback,45000.00,2nd,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113.7,18.50,BS IV,484000.00
Honda City [2017-2020] VX,Honda,City,2018,white,sedan,14861.00,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Automatic,117.6,145,17.40,BS V,1001000.00
Hyundai i10 [2010-2016] Magna Petrol,Hyundai,i10,2014,red,hatchback,61455.00,1st,5,petrol,35,4 cylinder inline petrol engine,1197,5-Speed,Manual,68,99.08,19.81,BS III,384000.00
Honda WR-V VX i-VTEC,Honda,WR-V,2019,brown,suv,23697.00,1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.50,BS IV,858000.00
Maruti Suzuki Celerio [2014-2021] ZXi (O) AMT,Maruti Suzuki,Celerio,2017,grey,hatchback,84623.00,1st,5,petrol,35,K10B Engine,998,5-Speed,Automatic,67.04,90,23.10,BS IV,482000.00
Honda Jazz [2015-2020] SV MT,Honda,Jazz,2016,silver,hatchback,36822.00,1st,5,petrol,40,i-VTEC Petrol Engine,1199,5-Speed,Automatic,88.7,110,18.70,BS V,581000.00
Hyundai i10 [2010-2016] Magna Petrol,Hyundai,i10,2011,silver,hatchback,49985.00,1st,5,petrol,35,4 cylinder inline petrol engine,1197,5-Speed,Manual,68,99.08,19.81,BS III,320000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2018,red,suv,25411.00,1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,1176000.00
Hyundai Creta [2018-2020] 1.6 SX VTVT,Hyundai,Creta,2019,white,suv,26198.00,1st,5,petrol,55,VTVT Petrol Engine,1696,6-Speed,Automatic,121.33,151,16.80,BS V,1274000.00
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2016,grey,hatchback,21812.00,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,362000.00
Renault Kwid 1.0 RXT Opt,Renault,Kwid,2020,white,hatchback,15591.00,1st,5,petrol,28,Petrol Engine,1298,5-Speed,Automatic,67,91,22.00,BS IV,489000.00
Honda City [2014-2017] VX CVT,Honda,City,2015,white,sedan,50821.00,2nd,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.3,145,18.00,BS IV,815000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2017,red,suv,57167.00,1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,1064000.00
Hyundai i10 [2010-2016] Magna Petrol,Hyundai,i10,2014,silver,hatchback,62904.00,1st,5,petrol,35,4 cylinder inline petrol engine,1197,5-Speed,Manual,68,99.08,19.81,BS III,389000.00
Honda Jazz V MT,Honda,Jazz,2018,silver,hatchback,13074.00,1st,5,petrol,40,1.2 i-VTEC Petrol,1199,5-Speed,Manual,88.51,110,16.60,BS IV,715000.00
Maruti Suzuki Baleno [2019-2020] Alpha Diesel,Maruti Suzuki,Baleno,2019,blue,hatchback,37942.00,1st,5,diesel,37,ddis diesel engine,1248,5-Speed,Automatic,74,190,20.00,BS V,847000.00
Ford EcoSport [2015-2017] Trend + 1.5L TDCi,Ford,EcoSport,2016,grey,suv,96471.00,1st,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,99,205,22.70,BS IV,628000.00
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2015,red,hatchback,40959.00,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.10,BS IV,317000.00
Ford Figo Aspire [2019-2021] Titanium Plus 1.2 Ti-VCT,Ford,Figo Aspire,2020,white,sedan,18300.00,1st,5,petrol,42,Ti-VCT Petrol Engine,1798,5-Speed,Manual,94.93,119,18.50,BS V,729000.00
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2017,grey,hatchback,32419.00,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,396000.00
Maruti Suzuki Ertiga [2015-2018] ZDI + SHVS,Maruti Suzuki,Ertiga,2016,blue,muv,35128.00,1st,7,diesel,45,DDiS Diesel Engine,1248,5-Speed,Manual,89,200,24.52,BS IV,949000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2016,grey,hatchback,36707.00,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,453000.00
Maruti Suzuki Ertiga [2015-2018] ZDI + SHVS,Maruti Suzuki,Ertiga,2016,grey,muv,99495.00,1st,7,diesel,45,DDiS Diesel Engine,1248,5-Speed,Manual,89,200,24.52,BS IV,898000.00
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2011,red,hatchback,69077.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,281000.00
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2017,grey,hatchback,81673.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,628000.00
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2017,blue,hatchback,22127.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,713000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] LXI,Maruti Suzuki,Wagon R 1.0,2011,brown,hatchback,43763.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,338000.00
Maruti Suzuki Ritz [2012-2017] Zxi,Maruti Suzuki,Ritz,2014,grey,hatchback,45887.00,2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,445000.00
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2015,red,hatchback,68859.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,447000.00
Hyundai Elite i20 [2017-2018] Magna Executive 1.2,Hyundai,Elite i20,2017,white,hatchback,24353.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,620000.00
Ford Figo Aspire [2015-2019] Titanium 1.2 Ti-VCT,Ford,Figo Aspire,2017,white,sedan,53467.00,1st,5,petrol,42,Ti-VCT Petrol Engine,1194,5-Speed,Manual,94.93,119,18.50,BS V,524000.00
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2017,silver,sedan,18732.00,1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17.00,BS V,1047000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2015,white,hatchback,24631.00,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,444000.00
Maruti Suzuki Ertiga [2015-2018] ZDI,Maruti Suzuki,Ertiga,2016,white,muv,54971.00,1st,7,diesel,45,DDiS Diesel Engine,1248,5-Speed,Manual,89,200,24.52,BS IV,906000.00
Maruti Suzuki S-Presso VXI Opt CNG,Maruti Suzuki,S-Presso,2022,white,hatchback,12076.00,1st,5,petrol+cng,27,K10B Petrol Engine,998,5-Speed,Manual,58,78,31.19,BS IV,686000.00
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2013,white,hatchback,35425.00,1st,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,372000.00
Hyundai Elite i20 [2014-2018] Sportz 1.4 CRDI,Hyundai,Elite i20,2016,silver,hatchback,54734.00,1st,5,diesel,45,"16 Valves, 4 Cylinder",1396,6-Speed,Manual,89,220,22.54,BS IV,684000.00
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2015,silver,hatchback,39807.00,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,352000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,grey,hatchback,41667.00,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,392000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2015,brown,hatchback,28840.00,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,489000.00
Hyundai Xcent [2014-2017] SX AT (O) Petrol,Hyundai,Xcent,2014,blue,sedan,69402.00,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,4-Speed,Automatic,81,114,16.10,BS IV,551000.00
Honda Jazz V CVT,Honda,Jazz,2017,white,hatchback,53613.00,2nd,5,petrol,40,1.2 i-VTEC Petrol,1199,7-Speed,Manual,88.51,110,17.01,BS IV,688000.00
Kia Seltos GTX Plus,Kia,Seltos,2019,white,suv,27562.00,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,6-Speed,Manual,138,242,16.10,BS IV,1549000.00
Honda Jazz V MT,Honda,Jazz,2018,brown,hatchback,14952.00,1st,5,petrol,40,1.2 i-VTEC Petrol,1199,5-Speed,Manual,88.51,110,16.60,BS IV,710000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] LXI,Maruti Suzuki,Wagon R 1.0,2011,white,hatchback,71380.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,308000.00
Mahindra Scorpio [2014-2017] S4 Plus,Mahindra,Scorpio,2015,white,suv,44987.00,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.40,BS IV,848000.00
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,grey,hatchback,34491.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.60,BS V,787000.00
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2016,white,crossover,88321.00,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82,115,17.19,BS V,638000.00
Renault Kwid 1.0 RXT Opt,Renault,Kwid,2021,brown,hatchback,11275.00,1st,5,petrol,28,Petrol Engine,1298,5-Speed,Automatic,67,91,22.00,BS IV,528000.00
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX Opt AT,Hyundai,Verna,2013,silver,sedan,84391.00,1st,5,petrol,43,Front Wheel Drive,1591,4-Speed,Automatic,121,158,16.61,BS III,606000.00
Maruti Suzuki Swift Dzire [2012-2017] VXi,Maruti Suzuki,Swift Dzire,2012,red,sedan,93004.00,1st,5,petrol,42,K Series VVT Engine,1197,5-Speed,Manual,85.8,114,19.10,BS IV,442000.00
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2019,blue,sedan,23861.00,2nd,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,859000.00
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2016,grey,hatchback,43877.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.90,BS IV,514000.00
Honda City [2014-2017] V,Honda,City,2015,silver,sedan,76926.00,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.3,145,17.80,BS IV,663000.00
Hyundai Elite i20 [2014-2018] Magna 1.2,Hyundai,Elite i20,2016,blue,hatchback,94389.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,568000.00
Maruti Suzuki Ritz [2012-2017] Zxi,Maruti Suzuki,Ritz,2014,silver,hatchback,64291.00,2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,407000.00
Hyundai Fluidic Verna 4S [2015-2018] 1.6 VTVT SX,Hyundai,Fluidic Verna 4S,2017,white,sedan,25068.00,1st,5,petrol,43,1.6L Gamma VTVT 5 Speed Manual Transmission,1591,5-Speed,Manual,121,158,17.40,BS IV,824000.00
Renault Triber RXZ,Renault,Triber,2020,white,muv,27215.00,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Manual,71,96,20.00,BS IV,739000.00
Hyundai i20 [2012-2014] Sportz 1.2,Hyundai,i20,2014,blue,hatchback,62692.00,2nd,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113,18.50,BS IV,485000.00
Hyundai Verna SX Opt Diesel,Hyundai,Verna,2020,grey,sedan,16234.00,1st,5,diesel,45,1.5 l U2 CRDi,1493,6-Speed,Manual,113,250,25.00,BS IV,1464000.00
Hyundai Elite i20 [2018-2020] Sportz 1.2,Hyundai,Elite i20,2018,grey,hatchback,39742.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.60,BS V,691000.00
Maruti Suzuki Wagon R 1.0 [2015-2019] VXI AMT,Maruti Suzuki,Wagon R 1.0,2017,grey,hatchback,27876.00,1st,5,petrol,32,K10B Petrol Engine,998,5-Speed,Manual,67.05,90,21.79,BS V,512000.00
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2017,red,hatchback,51511.00,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,788000.00
Maruti Suzuki Swift [2011-2017] VDi,Maruti Suzuki,Swift,2012,black,hatchback,82049.00,1st,5,diesel,43,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,22.90,BS IV,457000.00
Maruti Suzuki Dzire [2017-2020] ZXi Plus,Maruti Suzuki,Dzire,2018,blue,sedan,16257.00,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,23.26,BS V,755000.00
Mahindra XUV 300 W8 (O) Diesel,Mahindra,XUV 300,2020,white,suv,39894.00,1st,5,diesel,42,1.5L Turbo Diesel,1497,6-Speed,Manual,115,300,20.00,BS IV,1277000.00
Maruti Suzuki Eeco 5 STR WITH A/C+HTR,Maruti Suzuki,Eeco,2018,grey,muv,24630.00,1st,5,petrol,40,Aluminium 32 bit,1196,5-Speed,Manual,72.42,98,16.11,BS IV,452000.00
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2013,red,hatchback,74834.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,301000.00
Maruti Suzuki Alto K10 [2010-2014] LXi,Maruti Suzuki,Alto K10,2011,black,hatchback,54857.00,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67.1,90,20.92,BS IV,262000.00
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2013,red,hatchback,59394.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,308000.00
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,white,sedan,8617.00,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,1023000.00
Ford Freestyle [2017-2021] Titanium 1.2,Ford,Freestyle,2018,red,crossover,29028.00,1st,5,petrol,42,1.2 litre Petrol Engine,1298,5-Speed,Automatic,94.93,119,18.50,BS IV,635000.00
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,grey,sedan,4878.00,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,1015000.00
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2011,silver,hatchback,82262.00,2nd,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,255000.00
Maruti Suzuki Swift [2007-2011] VXi,Maruti Suzuki,Swift,2011,red,hatchback,56696.00,1st,5,petrol,43,In-Line Engine,1197,5-Speed,Manual,85,113,16.10,BS IV,396000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2016,red,suv,40249.00,1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,1011000.00
Hyundai Elite i20 [2014-2018] Asta 1.2 (O),Hyundai,Elite i20,2015,red,hatchback,29169.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.60,BS IV,661000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2014,red,hatchback,48449.00,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,450000.00
